user_id,first_seen_date,age_bucket,gender,preferred_device,preferred_category,email_opt_in,push_opt_in,total_sessions,total_orders,total_revenue,loyalty_tier
46fd7439-45de-4d8d-a278-675276018bb0,2023-09-17,25-34,M,mobile,home_decor,False,True,4.0,0.0,0.0,new
443eb7c7-a7dc-4cb3-b9ab-02287f84ee2d,2023-07-01,18-24,M,desktop,fashion,False,True,0.0,0.0,0.0,new
ab01f418-9952-4e73-861f-19f46f80b147,2023-07-01,35-44,M,desktop,electronics,True,False,0.0,0.0,0.0,new
0bcd785d-4be9-4eb5-a088-4b7d7d8556a5,2023-08-23,25-34,M,mobile,beauty,True,False,6.0,0.0,0.0,new
39df6a5b-38ae-4715-bdf3-1dcb836244f8,2023-09-23,18-24,M,mobile,beauty,True,False,2.0,0.0,0.0,new
7ebc5687-0c7d-4639-b2e7-40eab3b936b0,2024-04-28,45+,F,desktop,fashion,True,False,1.0,0.0,0.0,new
1f8f35ee-3524-4d89-9f9e-dff1b74fade6,2023-10-23,25-34,F,desktop,electronics,False,True,1.0,0.0,0.0,new
882f42ff-20fe-410b-907e-e2ec2c65ab51,2023-07-31,18-24,F,mobile,beauty,True,False,3.0,0.0,0.0,new
52e48ad5-811d-42de-81b7-f996a56e49b2,2023-09-22,18-24,M,mobile,beauty,True,True,1.0,0.0,0.0,new
faa8d39b-3f38-41fd-aa03-a4f3a6a81669,2023-07-01,18-24,M,mobile,sports,False,False,0.0,0.0,0.0,new
72785a05-623f-49ee-b9dc-0fd0c02639f7,2023-10-07,18-24,M,mobile,home_decor,True,False,8.0,1.0,71998.0,bronze
44b67fc4-20a5-439e-9e1a-1dbbc7f3648a,2024-05-12,18-24,F,mobile,electronics,True,False,1.0,0.0,0.0,new
3ce07023-ad09-466d-90ab-3e0983972607,2023-10-19,35-44,F,desktop,fashion,True,True,3.0,0.0,0.0,new
5e3e9c61-2cc1-4c11-bb25-85f3e4e474cf,2023-07-01,25-34,M,mobile,electronics,True,False,0.0,0.0,0.0,new
9751345f-f112-43ab-9077-a647b515ead0,2023-12-06,18-24,F,desktop,electronics,True,True,4.0,0.0,0.0,new
36a5b271-d04d-41be-83b9-3ee6e778d765,2023-08-03,45+,F,mobile,sports,True,True,14.0,2.0,30596.0,silver
7a4a6a4a-e589-4bce-a256-61f4a00cfb74,2023-11-08,18-24,F,mobile,sports,False,True,2.0,0.0,0.0,new
318c4b55-4e47-4e37-b069-cca79c0ab2e8,2023-08-24,35-44,F,mobile,electronics,False,True,2.0,0.0,0.0,new
f16be1fb-9363-4e67-ab3c-ddc2fb2f1ef4,2023-07-01,25-34,F,desktop,electronics,True,False,0.0,0.0,0.0,new
8391ac84-32f7-4285-b35b-7f3aaab17b25,2023-08-02,25-34,M,mobile,electronics,False,True,5.0,0.0,0.0,new
900526f3-2633-492c-869a-c9fae07fce4c,2023-07-30,25-34,M,mobile,home_decor,True,False,8.0,0.0,0.0,new
ca1e7145-cd3f-4836-9ec2-18ccb97f7a2a,2023-07-01,25-34,F,mobile,sports,False,True,7.0,1.0,5998.0,bronze
6b8d4a62-0441-4e49-83a3-b68b566a3fff,2023-10-19,45+,M,mobile,fashion,False,True,1.0,0.0,0.0,new
fcafbbc2-21b8-49f9-804e-870a8be243f9,2023-07-11,25-34,F,tablet,electronics,True,True,34.0,3.0,7393.0,silver
aba47455-e2cb-4898-bc9b-c0623a8cafb7,2023-09-16,25-34,M,mobile,electronics,True,False,6.0,0.0,0.0,new
3a907175-e1ff-43d6-995e-a5a79d34c2e2,2023-10-22,45+,M,mobile,fashion,True,False,3.0,0.0,0.0,new
15cad587-c93c-4168-9cb4-d67277352696,2023-08-21,45+,M,mobile,fashion,False,False,2.0,0.0,0.0,new
15d3fb1d-6a44-4734-9c51-a8139e2a6586,2023-07-01,35-44,M,desktop,home_decor,True,True,0.0,0.0,0.0,new
c3f88050-7ec7-4c85-966d-9338b6eb9aee,2023-07-15,25-34,M,mobile,sports,True,False,5.0,0.0,0.0,new
617e7e6d-034b-49bd-8242-9d7f216ab839,2023-07-01,18-24,F,tablet,electronics,False,True,0.0,0.0,0.0,new
c46ca18d-b1d7-465e-b769-9b8030c3911a,2023-09-03,45+,F,mobile,fashion,True,False,3.0,0.0,0.0,new
560bb461-f6c4-4906-8e49-483725d8b951,2023-07-07,35-44,M,desktop,beauty,False,False,11.0,0.0,0.0,new
24862d50-67fa-48f6-9fff-bf40ced8a720,2024-04-04,45+,M,mobile,home_decor,False,True,1.0,0.0,0.0,new
1723c827-7662-4680-9135-115d75ed1d3a,2023-10-05,18-24,M,desktop,sports,False,True,3.0,0.0,0.0,new
a6ad41c8-b347-40fc-81b6-c2aa9797b4e1,2023-09-03,45+,M,desktop,sports,True,True,6.0,0.0,0.0,new
c8f5d979-7570-4875-ad61-540d12f47fe9,2023-07-09,45+,M,mobile,fashion,True,False,5.0,0.0,0.0,new
0bf593c1-d87e-4615-a2c4-a051a650a94b,2023-07-01,25-34,F,desktop,electronics,True,False,0.0,0.0,0.0,new
23be7b6c-cb3e-46bd-b0b8-a826667d1855,2023-10-25,18-24,F,mobile,beauty,True,False,17.0,0.0,0.0,new
733ca3dc-8b65-4bbe-b04d-d5b07f75d95d,2023-07-26,25-34,F,mobile,beauty,True,False,6.0,0.0,0.0,new
2319eb98-def8-4cec-9a13-3a41de8b3db5,2023-07-11,25-34,M,mobile,beauty,True,False,6.0,0.0,0.0,new
8f7603d2-deb7-4f0c-91c9-bb393c6b53a7,2023-07-05,25-34,M,mobile,home_decor,True,False,1.0,0.0,0.0,new
a05c2ee6-8f48-495b-ab96-244f6f6567a1,2023-10-02,25-34,M,desktop,fashion,False,True,1.0,0.0,0.0,new
36f1a85a-7e5a-407d-8575-45d3af2c3a09,2023-08-07,18-24,M,desktop,fashion,True,False,2.0,1.0,9999.0,bronze
92c2ff24-60e4-4e84-9f0b-79b306ef1996,2023-11-04,25-34,M,desktop,fashion,True,False,4.0,0.0,0.0,new
f3bf1ee5-4684-40e6-892d-9a258c36cedf,2023-07-31,25-34,M,mobile,home_decor,True,False,1.0,0.0,0.0,new
8e32195c-e61a-4cdf-ab92-2c76b75a63d2,2023-07-01,18-24,M,desktop,beauty,False,True,0.0,0.0,0.0,new
4ec757fa-cbdc-465f-946b-2388215c2dd3,2023-11-08,18-24,F,desktop,electronics,True,True,2.0,0.0,0.0,new
fd2f788a-a6da-4c29-8e95-27583cbd7d00,2023-07-01,35-44,F,desktop,sports,False,False,0.0,0.0,0.0,new
5f14a63c-3cf0-4831-b57c-4938790c6a88,2023-11-07,35-44,M,mobile,sports,True,False,3.0,0.0,0.0,new
c7c1b409-8ace-4a42-9856-8f5ab67a3bd3,2023-09-24,35-44,M,mobile,beauty,True,True,1.0,0.0,0.0,new
9dc517e5-3862-4073-ba71-3cf14f5aca8c,2023-08-07,18-24,F,mobile,sports,True,False,4.0,0.0,0.0,new
2dddc3c1-2722-4bad-8da2-8fef487e9707,2023-12-12,18-24,M,mobile,home_decor,False,True,1.0,0.0,0.0,new
f56f3ba4-6ca8-46f9-87f6-fac7e0dccb17,2023-12-04,18-24,F,mobile,home_decor,True,False,3.0,0.0,0.0,new
5464749d-14c3-4df0-aced-7e38b251d49f,2023-10-06,45+,F,mobile,beauty,False,False,2.0,0.0,0.0,new
efcb9164-ff59-4ced-96a9-2d820c5b06d8,2023-07-18,25-34,M,mobile,electronics,True,False,1.0,0.0,0.0,new
57370704-5299-4142-b5be-4c4cfebfde5d,2023-09-21,45+,F,mobile,electronics,True,True,3.0,0.0,0.0,new
6dbf4805-88ab-44fe-8cff-ab5015931e20,2023-07-01,35-44,F,desktop,beauty,True,False,0.0,0.0,0.0,new
1da2d4f5-8284-4323-b305-d24c69431934,2023-09-11,18-24,M,desktop,beauty,True,False,13.0,1.0,2998.0,bronze
b67724ec-1723-448c-b080-f57280f9a442,2023-09-07,25-34,M,mobile,beauty,True,True,7.0,0.0,0.0,new
24ea92c0-df6c-4a06-9ee8-b68d6a74ada2,2023-07-01,35-44,F,mobile,home_decor,True,True,0.0,0.0,0.0,new
ab7335a2-d021-4b1e-b875-b82fd600f6b7,2023-07-19,18-24,M,mobile,beauty,True,False,2.0,0.0,0.0,new
483f90fc-dce9-4f98-b7d1-af22047b18f5,2023-07-05,25-34,F,mobile,fashion,False,False,5.0,0.0,0.0,new
bd9fbfbf-faaa-4deb-b5da-f9553061dbf5,2023-07-01,25-34,M,mobile,sports,True,False,0.0,0.0,0.0,new
f6e40517-ea43-440d-87ac-e48ba094d0f5,2023-07-01,18-24,M,mobile,beauty,True,True,0.0,0.0,0.0,new
1fb73e4a-5ab4-4c0d-a143-d0cae73c961b,2023-11-20,25-34,M,mobile,beauty,True,False,1.0,0.0,0.0,new
dc8a6a5b-fe22-4d31-a431-1409867c275c,2023-07-08,35-44,M,mobile,electronics,False,True,4.0,0.0,0.0,new
d4e819fa-5dbb-486e-bc52-20c033049e2b,2023-10-28,35-44,F,desktop,home_decor,True,False,3.0,1.0,398.0,bronze
844b5ec0-eb1d-448e-9b46-4fddb152acf6,2023-07-01,18-24,F,mobile,home_decor,True,True,0.0,0.0,0.0,new
bc5610c2-b7a4-4efe-8824-829edde3b949,2023-07-01,25-34,F,mobile,electronics,True,False,0.0,0.0,0.0,new
90527e35-dd99-4cbb-90b4-fa355d259ba9,2023-08-22,25-34,M,mobile,sports,True,False,3.0,0.0,0.0,new
85c81cc0-5821-49e3-ac2a-b9b16053db67,2023-08-07,35-44,M,mobile,fashion,True,False,2.0,0.0,0.0,new
58a0c2f7-9015-4963-ae7f-ec106606aef3,2023-07-01,25-34,M,desktop,beauty,True,False,0.0,0.0,0.0,new
7c036bf1-dba2-4fc7-8084-6a76f765e6ed,2023-10-04,25-34,F,mobile,sports,False,True,2.0,0.0,0.0,new
d2e93b0c-3e25-42be-b2dd-00a0d89a5a21,2023-08-21,35-44,F,mobile,electronics,False,False,5.0,0.0,0.0,new
5f4c0cd7-10be-4b6f-a4d5-8b29d681794a,2023-07-25,45+,F,desktop,electronics,True,True,3.0,0.0,0.0,new
3ba9f6ae-ad61-4aef-9c9b-bf9a05f1ccd7,2023-07-29,25-34,M,desktop,home_decor,False,True,5.0,0.0,0.0,new
883b3dec-1b08-4fff-8b1e-0dbbc2df267b,2023-11-06,45+,F,desktop,fashion,False,False,4.0,1.0,4999.0,bronze
147efdb2-b5f5-4cb2-888a-b1de1bbbe8fb,2023-07-01,25-34,M,desktop,sports,True,True,0.0,0.0,0.0,new
dbd1988b-0b0f-4b4b-9d1f-d1f5e7aba5a4,2023-07-19,18-24,M,desktop,fashion,True,False,8.0,0.0,0.0,new
17c44dce-4669-44fe-9fdd-e83a8b631adc,2023-08-22,25-34,F,mobile,home_decor,True,True,1.0,0.0,0.0,new
fb6da01f-8d18-4e0b-a780-74458af98771,2023-09-26,25-34,M,mobile,fashion,False,True,2.0,0.0,0.0,new
8e563e28-ef5d-4a33-a84f-32b47142cd7d,2023-10-15,35-44,M,mobile,fashion,True,False,4.0,1.0,8997.0,bronze
d75b049f-a70a-45c4-9434-e90829123c46,2023-08-11,35-44,M,mobile,home_decor,False,False,1.0,0.0,0.0,new
406d7612-ba41-495a-af3d-0b05c90f35d7,2023-08-11,18-24,M,desktop,sports,False,False,4.0,0.0,0.0,new
c1db5a2f-03a0-46a6-9b5e-d89c564a01e5,2023-07-11,25-34,M,mobile,electronics,False,False,8.0,0.0,0.0,new
7206fee0-68e6-436a-8211-0845cca1bdc3,2023-09-20,18-24,M,desktop,electronics,True,True,3.0,0.0,0.0,new
8d5db48f-6800-4736-86ae-81972a96265c,2024-03-05,45+,F,desktop,fashion,False,True,1.0,0.0,0.0,new
6021bc82-5179-40a5-80db-50263feda06f,2023-07-03,18-24,M,desktop,beauty,True,False,7.0,0.0,0.0,new
856e4ba6-e323-4397-b534-b2278ce44e94,2023-08-20,25-34,F,mobile,beauty,False,False,6.0,0.0,0.0,new
6c01f85b-762e-47b2-868d-ec11e60e8c9c,2024-06-12,35-44,M,mobile,sports,True,False,1.0,0.0,0.0,new
58fa7164-9aec-4618-990f-51c715529ad7,2023-08-22,18-24,M,mobile,sports,False,False,11.0,1.0,699.0,bronze
49aec465-0dcd-47c9-876a-9dda38177cfa,2024-03-31,35-44,M,mobile,home_decor,True,False,1.0,0.0,0.0,new
089f4f6f-d5d9-497b-8485-360ba3a00a17,2023-07-01,35-44,M,desktop,electronics,True,True,0.0,0.0,0.0,new
310c9692-51f1-443f-8ad4-215d32fe9c9d,2023-07-01,25-34,F,mobile,electronics,True,True,6.0,1.0,3999.0,bronze
8f5353e6-52cb-43f5-b01b-8c5648ca4e9f,2023-07-01,18-24,F,mobile,beauty,False,False,0.0,0.0,0.0,new
21fd2255-b996-4d29-bce9-83c25f025ce5,2023-07-01,25-34,M,mobile,sports,True,False,0.0,0.0,0.0,new
ab1509bc-dc19-4b7f-8c89-3e81cfc80ec6,2023-11-29,18-24,M,desktop,fashion,False,False,4.0,0.0,0.0,new
95755ca3-5a76-48fb-b938-de8f74bd9fa8,2023-10-09,18-24,F,desktop,beauty,False,True,1.0,0.0,0.0,new
61376502-90b9-462a-b050-b3903043d529,2023-08-29,25-34,M,desktop,home_decor,True,True,6.0,0.0,0.0,new
b61da6ad-00f7-470e-8a21-e862df085aa1,2023-09-10,45+,M,mobile,fashion,True,False,6.0,0.0,0.0,new
7fbf1704-3d8b-43ff-b6df-bb083bd1634a,2023-07-01,25-34,F,mobile,sports,True,False,0.0,0.0,0.0,new
e4bbd8f1-de5c-4671-8915-ee3039e663e3,2023-07-20,25-34,M,mobile,electronics,False,False,5.0,0.0,0.0,new
bedc0c73-c717-47e9-a2ab-2d49cd08d2ba,2023-07-01,45+,M,mobile,fashion,True,False,0.0,0.0,0.0,new
24d6a524-c267-4317-a097-e2193be4eb7c,2023-12-30,25-34,F,mobile,sports,True,False,2.0,0.0,0.0,new
59d0087b-0615-48df-bd3e-7ce885745aa1,2024-06-17,25-34,M,desktop,fashion,False,True,1.0,0.0,0.0,new
73e762ee-dbec-49e9-a4de-2170c3738bf6,2023-10-26,18-24,M,desktop,sports,True,False,1.0,0.0,0.0,new
fc947fc4-5855-4743-9d81-34884782f597,2023-08-28,18-24,M,desktop,beauty,False,True,5.0,0.0,0.0,new
e33d0b78-15b6-45a2-a32c-0bb044f551f5,2023-07-01,25-34,M,mobile,fashion,False,False,0.0,0.0,0.0,new
203c85fa-f9b3-413f-8a41-19230c1ff558,2023-07-01,18-24,M,mobile,electronics,False,True,0.0,0.0,0.0,new
9ce3b59b-dd56-40d9-9fdf-44ca349a5421,2023-09-16,18-24,F,mobile,fashion,True,True,3.0,0.0,0.0,new
3bc3b343-ffbd-4452-afa1-a1dfb7a7cc43,2023-07-01,18-24,M,mobile,home_decor,False,False,0.0,0.0,0.0,new
6ff5e208-bf3a-402d-895e-7ee11acab846,2023-09-26,18-24,M,tablet,home_decor,False,True,4.0,1.0,1999.0,bronze
841b6ec4-1c04-46bd-9ab8-f6612da39471,2023-07-01,18-24,F,mobile,beauty,False,False,0.0,0.0,0.0,new
8246f5e8-39bb-40ea-8461-9fcf7d6f0a29,2023-07-01,25-34,F,mobile,home_decor,True,False,0.0,0.0,0.0,new
3b3af56d-492b-4e0e-84f6-d1511cf0d9e1,2023-10-13,35-44,M,mobile,beauty,False,False,1.0,0.0,0.0,new
81a537b9-760d-4438-8822-2656951d278a,2023-07-12,25-34,Other,mobile,fashion,True,False,3.0,0.0,0.0,new
577e073f-026c-49c5-875f-68cf703ce715,2023-09-02,35-44,F,desktop,beauty,False,False,23.0,0.0,0.0,new
773d86a2-249f-41b8-ba60-281740d50598,2023-08-19,35-44,M,mobile,electronics,True,True,1.0,0.0,0.0,new
33ac2e60-9785-480b-b580-28414eeb60f3,2024-03-23,25-34,F,mobile,sports,False,False,1.0,0.0,0.0,new
3582eb1c-16b9-4e49-83ff-a354a9435f17,2023-08-05,45+,F,mobile,home_decor,True,False,9.0,0.0,0.0,new
56493431-8805-4162-b71e-ec22bda6415e,2023-09-20,45+,M,mobile,home_decor,True,False,5.0,0.0,0.0,new
63ccd297-2624-41e0-9f25-75f4380d7f50,2023-11-20,25-34,F,desktop,fashion,True,True,1.0,0.0,0.0,new
e9feddac-0cf1-44c1-a805-6faf7bc38f78,2023-10-20,35-44,M,desktop,beauty,False,True,6.0,2.0,13794.0,silver
5b88d64e-8b3e-4f23-b070-50b58b045a97,2023-07-01,25-34,M,mobile,electronics,True,False,0.0,0.0,0.0,new
e8081cd6-3a04-47ea-a19b-d86ad15accbe,2024-02-12,35-44,F,mobile,home_decor,True,False,2.0,0.0,0.0,new
c399d06b-95de-44cf-9921-2b31cf51654d,2023-07-15,45+,M,desktop,fashion,True,False,13.0,0.0,0.0,new
2eb55bfc-f453-4fe9-ad45-731220f9dcbb,2023-08-24,25-34,F,mobile,home_decor,True,False,2.0,0.0,0.0,new
6e18fb72-502c-4490-8137-d5667167e836,2023-07-01,25-34,F,mobile,electronics,False,False,0.0,0.0,0.0,new
5035c71b-f728-4dc3-a521-5ccf612d63d1,2023-09-29,25-34,F,mobile,sports,False,False,2.0,0.0,0.0,new
55beb96a-d6a0-46f0-b688-276f31770b82,2023-07-01,25-34,M,mobile,sports,True,False,0.0,0.0,0.0,new
b34e78f8-e870-47f0-bde2-f732a35b700a,2023-11-05,18-24,F,mobile,beauty,True,False,2.0,0.0,0.0,new
eb9e2e89-437e-4bd3-8785-c1651ea90f7a,2023-10-09,25-34,M,mobile,beauty,True,False,5.0,0.0,0.0,new
09709706-9e7c-4fd8-865e-0ae009cc7a2b,2023-07-05,25-34,M,desktop,sports,False,False,3.0,0.0,0.0,new
3a6c530e-0bc2-4e5c-8476-5ce7168579b0,2023-10-28,25-34,M,mobile,fashion,True,False,2.0,0.0,0.0,new
dbb93e2a-9888-48ed-8111-cb6e0edf5b62,2023-07-21,25-34,M,tablet,electronics,True,True,11.0,1.0,5997.0,bronze
5d226850-2e70-436e-8096-410be5725ea3,2023-07-24,25-34,M,desktop,beauty,False,False,10.0,0.0,0.0,new
1b48097b-2a91-42e0-baf0-7479e77049ee,2024-03-02,25-34,Other,desktop,fashion,False,True,1.0,0.0,0.0,new
68a8a4d4-26a4-40fa-8594-e46ac32ef9ed,2024-02-07,18-24,M,desktop,fashion,True,False,1.0,0.0,0.0,new
658ae98d-3410-499d-9639-c9d8d6857e89,2023-07-19,45+,M,mobile,home_decor,True,False,3.0,1.0,199.0,bronze
24623ed4-1ff7-4039-87f8-9102cabda4f5,2023-07-01,45+,M,mobile,fashion,True,False,0.0,0.0,0.0,new
af8e6ae1-fb82-4ea9-8add-3e144aa50a9e,2023-07-30,25-34,Other,mobile,fashion,False,True,4.0,1.0,1999.0,bronze
c53c8270-94c9-4290-aa5b-b53ea896f1c2,2023-10-02,25-34,M,mobile,fashion,True,False,1.0,0.0,0.0,new
dc78549b-f8bc-40c8-bcb9-70da77c8cf12,2023-07-22,25-34,M,desktop,electronics,True,False,8.0,1.0,1197.0,bronze
d2847109-a837-46ca-a1b3-11d53ccf46fe,2023-11-03,25-34,M,tablet,electronics,True,False,4.0,0.0,0.0,new
40881834-f7a4-43bf-86c9-65979de33d74,2023-07-01,25-34,M,desktop,sports,True,True,0.0,0.0,0.0,new
189d02a0-14f0-468b-9ba7-f7cd33998cd6,2023-10-22,18-24,F,desktop,sports,False,True,2.0,0.0,0.0,new
76807489-c25d-43c6-a9b6-20608ab995d3,2023-10-14,18-24,F,mobile,sports,False,True,3.0,0.0,0.0,new
5316fbf2-f160-448d-8172-1bbef4804397,2023-07-03,25-34,F,mobile,home_decor,True,True,8.0,1.0,8997.0,bronze
7e1549b0-8318-41e8-a847-9fdc4b22bda1,2024-05-07,18-24,Other,mobile,beauty,False,False,1.0,0.0,0.0,new
24ff13e1-8977-4d75-b27e-24bd9f8aff9c,2023-08-02,25-34,Other,mobile,sports,False,False,9.0,1.0,1998.0,bronze
c37328d3-88a0-453f-9756-0b3c7533cb14,2023-07-02,45+,M,mobile,fashion,False,True,10.0,0.0,0.0,new
30450ce7-08e1-41a0-be88-a152ce8b3b7c,2023-07-01,18-24,F,desktop,electronics,True,False,0.0,0.0,0.0,new
c8862f04-e88f-4115-a759-8892016ac641,2023-07-01,35-44,F,mobile,sports,True,True,0.0,0.0,0.0,new
a8545e9b-e5d4-44c8-9727-ac666e658f29,2023-08-16,25-34,Other,mobile,electronics,False,False,2.0,0.0,0.0,new
2dadc2b9-87dd-4046-80be-df52ea925219,2023-07-01,18-24,M,mobile,electronics,True,False,0.0,0.0,0.0,new
