order_id,session_id,user_id,order_date,gmv,discount_applied,coupon_code,discount_amount,payment_method,delivery_pincode,category,is_first_order,device_type
b1a6dacb-a02b-4535-911a-8f63e1c18c52,82af313f-c2b6-4b1b-9dfa-4edc825092e3,78ad7514-c5fb-4912-8b9a-69c1042feab6,2023-07-08 13:23:47,899,False,SAVE20,89.9,upi,270348,home_decor,False,mobile
1004515f-4303-41ae-8ab7-f9ae2671e1f1,1672bd15-fc2e-42b3-9070-f96766fa4ae4,82631143-ad40-419d-b06f-ab531bab7223,2023-07-08 10:05:38,2097,False,,209.70000000000002,upi,093143,beauty,False,mobile
2797faf2-9126-42ff-80ad-f75024267dfc,f9f0ca9f-5784-4e44-b475-491206f4e7b3,6b0c84ad-3c2a-4b1d-9be6-dd958637846a,2023-07-08 20:44:55,199,True,SAVE20,0.0,upi,471247,beauty,False,tablet
b0620125-d703-49bc-b2b6-d5425381aa34,7c152ff0-cadc-466f-8845-725cf8e9485b,e9dc3b49-ba96-4e77-9b3b-2978e1a3dbaf,2023-07-08 07:14:33,4998,True,SAVE20,499.8,upi,138328,home_decor,False,desktop
516d6532-183f-4b6d-aead-18c4d13c92ec,7a60afcd-6624-436f-91f2-7f6e79f46bc9,2d425fc1-bdee-4845-8bbf-7d47520ace51,2023-07-08 07:06:30,199,False,SAVE20,0.0,cod,963236,beauty,False,desktop
6410e5bb-d0f7-455a-a110-77dc730d3ed2,ba6e04b0-2d17-42c2-8c27-e4c6821ccb03,91ae4264-850f-47f6-9e9a-7e7c4617f1f5,2023-07-09 22:09:39,499,True,SAVE20,0.0,credit_card,780624,fashion,False,desktop
d34fe615-295c-455d-a5c5-315aea4eacde,a3e3cbf3-edba-4ed6-948f-0ad8a989c6a4,e759bb5d-89e4-4200-abbc-783d404a3e97,2023-07-09 13:56:40,398,False,,39.800000000000004,cod,256454,beauty,False,desktop
4af78cca-e481-48b4-9e1d-3beaf316f42c,a99b5185-4abe-4018-bf99-8d263ddfb09a,616c64f9-35fd-4584-bcb7-9dbcdc815fce,2023-07-09 06:44:38,999,False,,99.9,upi,605164,beauty,False,mobile
96ef295f-6f91-4f9f-af71-22a9dff10bec,b6cf3e9f-3368-481c-b79a-4a15d8ec1bfb,792fc94c-b6e1-4b97-90f6-2ea2fba058a9,2023-07-09 17:07:44,9998,True,,0.0,credit_card,909547,electronics,False,mobile
4b8dc0d6-0feb-4bfa-9db6-306424b3d76d,8d975957-bfaa-4932-b380-4fb0defbd9e8,cb19d14c-f340-4674-a1f6-4df98e47829d,2023-07-09 15:55:34,2697,True,SAVE20,0.0,upi,499661,home_decor,False,tablet
9d274a1c-dc9e-4643-8869-181d0afd9c70,25016e0a-7a2f-4340-b583-6f758d9f9657,00df0f24-e6ad-48c9-bd28-efc43c4fe00e,2023-07-10 19:21:30,2697,False,SAVE20,0.0,cod,061974,sports,False,desktop
a1258067-a90d-4783-b1b1-d57826985c78,225ed320-9a2d-49a6-9738-6420b87d6d67,76904e03-995b-4506-9bcf-79874208e26b,2023-07-10 16:54:25,999,True,SAVE20,0.0,credit_card,899416,beauty,False,mobile
12326fbb-3e80-4e21-8f8a-6f28b6989abf,864badc8-90fe-48f2-ab10-965e761e673a,7e484118-d1da-42c8-9b84-42da3761c317,2023-07-11 23:53:51,2697,False,SAVE20,269.7,upi,742148,sports,False,desktop
6c14f5e6-5e89-4148-9437-795422baaaf0,b702330f-3111-47e0-9408-3ccf1ef8cd73,6705ccf0-da26-41d4-ac57-2ec2a56a7879,2023-07-11 21:39:32,2499,True,,249.9,cod,375931,home_decor,False,mobile
2de89015-ac1e-44f2-b0c4-d72a5b3f65d6,8d7ed70c-ee5a-4876-8179-5d07f67997b0,b88ee5e8-ed3b-442a-b73e-5d4bed307923,2023-07-12 23:05:18,899,True,,0.0,upi,056943,sports,False,desktop
6520b585-0c68-4720-b151-2b431a58b5c6,968f47e4-1d89-4f3d-b9b9-976357f17a3a,2921c117-fdc7-4590-a33a-15a253aa4fd5,2023-07-12 21:35:32,4497,True,SAVE20,449.70000000000005,netbanking,363041,fashion,False,desktop
6ae93dac-201a-4dcf-a974-20f3361b049b,ac593689-f733-4662-92e7-3e69c687ccbc,c7d5555f-cc5d-4383-a5ea-e6dfd57ec2ba,2023-07-13 21:49:48,107997,True,SAVE20,10799.7,credit_card,692725,electronics,False,desktop
ce863635-e240-432b-a4a8-48787be5a0d1,06037d79-0577-4dc4-99af-c81e281bc538,258a3b72-064d-48aa-ab6d-35256b047707,2023-07-13 09:07:38,2997,True,,299.7,cod,723641,beauty,False,desktop
024f0a38-c63b-4c2e-92f9-e5c41dd78862,98a10d83-42a0-4c55-aa49-86f4961f23c5,b82c138c-f233-4164-b2bc-05ca60feab77,2023-07-13 13:57:50,1499,False,,0.0,credit_card,546588,fashion,False,tablet
f8e0b5b3-4e80-46e9-a568-e8a646425186,bc3f500d-7cb6-4d10-8d5a-68ac5343652a,7fad3a77-3cf0-431c-b244-70c6b4e3e474,2023-07-14 22:31:33,499,False,SAVE20,0.0,upi,824938,fashion,False,mobile
d3957a6a-c15a-4e4c-a47d-45b66e2c55db,2d3736c7-f305-490f-a0c5-e0e19ab26789,80d2808b-55c2-4ed7-83c9-f62838da0fbf,2023-07-14 20:08:02,35999,True,SAVE20,3599.9,cod,734862,electronics,False,tablet
3cd2cad6-4542-4d46-a2f7-6deb56d67e2d,57c6b42e-818c-4c65-aedc-c3e6f8a8cee1,7d85e61c-c49f-478d-9cb7-22ea7ee95513,2023-07-15 00:18:30,998,True,,0.0,netbanking,409485,sports,False,desktop
01d8593f-0c74-42e2-9d65-2e7e9fa1a32b,ddeb322e-8763-4bbc-ba4e-6164ccc4bee5,20448d77-8f70-4519-aeb0-f0d9810876c2,2023-07-15 18:17:02,3999,False,,399.90000000000003,cod,583006,sports,False,desktop
61b0a27c-4eb4-45d9-95c0-51f5562b6683,a484d30e-8fc0-443a-954d-78d896655f71,d84a1e2d-32cb-4081-9100-2ffc8e455b43,2023-07-15 15:59:28,1797,False,SAVE20,179.70000000000002,upi,247001,home_decor,False,tablet
af9ac49e-461f-4fa5-8ba6-586d613d5514,e6f22828-61b5-4db2-b5f1-b45d8b657919,b4919adc-ceb0-4f20-9971-886e972d8a3b,2023-07-15 16:48:54,19998,False,,1999.8000000000002,debit_card,165620,electronics,False,desktop
d61a927c-6ff7-4248-8589-613a8eb1cab5,109510a1-ae34-40ee-9ea7-09035372156f,ba4c33d9-c246-4562-a753-6d7112971665,2023-07-15 22:03:32,2499,False,SAVE20,249.9,cod,615098,home_decor,False,tablet
e7f8d5ad-eeb1-4468-85ad-2a419d2b962b,294b4765-169d-42a2-90f7-5816f7a2b715,bb71978f-1f60-477f-b342-889d0d5caa0b,2023-07-16 11:05:00,14997,False,SAVE20,0.0,upi,621309,electronics,False,desktop
65dfb5d2-453d-44b0-9c14-bb280f6af512,39461710-9e30-4d7c-8805-9b807b51cca5,1864707b-e38d-4af2-8bce-698b260adc42,2023-07-16 23:00:09,897,False,SAVE20,89.7,debit_card,435421,home_decor,False,mobile
afbeb697-7f97-483f-8be1-836a560065f4,6ed457b1-745a-4da4-b582-6da9b571efe4,9e2ea09c-beb1-4f23-9bf5-ebd04facf4c6,2023-07-16 09:45:26,2999,True,,0.0,upi,216234,fashion,False,desktop
072fcf06-eb9d-4d85-87d2-95f1f5f36412,1374203f-7329-47d8-90c5-5f03e2424f76,44b64fab-8885-4617-a866-5cf15028e7af,2023-07-16 21:49:35,499,False,,49.900000000000006,upi,774025,sports,False,desktop
f822331f-121a-4fc7-888d-2b0344e65791,af09f899-9e55-41ed-a39d-acbb7a318099,a2962bdc-699f-4bbe-9555-cb0a9f1bc6d3,2023-07-16 22:01:21,2697,False,,269.7,upi,510190,home_decor,False,desktop
fba85a5f-b4d9-4178-abc1-120a83cb0ae7,b4c1dfcb-ba11-437d-98f7-d3d03492786f,de2fef33-dd55-4e99-8e82-3f4f9ba1ce2b,2023-07-16 13:33:12,8997,True,,0.0,cod,890005,fashion,False,tablet
823b7fd7-5547-4867-901d-5ab877d0d3a7,063f40e6-8f94-4dda-a0a0-62718c29d664,822a1c75-988c-41c1-ad54-5bb8ba71c1ea,2023-07-16 14:08:25,1197,True,,0.0,upi,358293,beauty,False,tablet
4f372259-f387-4de5-a331-c470c17d430b,f3b9c434-1e06-4591-a82a-59aec1ee1b62,4c85d2bb-ee5b-4fec-9a0c-c45196040556,2023-07-16 22:35:59,15999,False,,0.0,upi,279980,electronics,False,mobile
05324674-2c98-4fc6-88d2-1aac8894496b,6809fb1d-79a1-4370-87f7-5f453d6608f2,9d8ab80f-45d8-4352-ad27-04c72afdd79b,2023-07-17 17:04:41,1299,True,SAVE20,0.0,cod,022018,fashion,False,desktop
c7b3dcc1-a5aa-43c0-b943-5fbea5387ad2,a3022b8b-b7fe-48aa-af6e-1979ba2a0ed6,4d8dff51-b0f2-4e7c-87b6-4f65c6c59c7b,2023-07-17 20:09:15,2697,True,SAVE20,0.0,upi,370225,home_decor,False,mobile
c63b420e-09eb-4312-bc11-094bea2f6bed,e476b9c6-458c-440b-9ff8-b6d315049e5d,d1ba0732-8265-4def-80fd-d48ae466f6bf,2023-07-17 17:34:38,14997,True,SAVE20,1499.7,cod,362744,electronics,False,mobile
0e85a735-16ee-43ad-8cb9-60fd08a38200,f5647aa7-3c00-464d-b8c6-2ba521c050a1,2ef85d34-4ead-48b5-8ef7-4d30852d5d83,2023-07-17 23:58:40,2598,False,,259.8,cod,688512,fashion,False,mobile
a733b147-3bd5-4f61-895d-a00c4d20075f,b1196df5-a498-41b8-b17d-75d344dfe331,9b06b823-7157-4fec-b783-c13f21289ef7,2023-07-17 11:32:05,1398,True,,139.8,credit_card,461352,beauty,False,desktop
e2481a4a-f201-4fb4-889b-fdb8f9ba08c5,22568f15-1314-4e0c-adb5-5a045ab4265a,8a33f0a6-157b-45b0-ab3f-5b9d1ae686b5,2023-07-17 22:23:39,1497,True,SAVE20,0.0,upi,325759,sports,False,desktop
4d16cb9d-ab43-44c1-9d87-8ce80b1b4985,0a75a42b-e57d-4d71-9bda-bfb5fca75246,4b0feea8-6a4b-4aa3-9684-a5f85f3d7ddb,2023-07-17 11:52:42,399,True,,39.900000000000006,cod,279395,beauty,False,mobile
265f78e8-d550-4927-9bce-016c21fb8ae9,c6ab380e-e471-4923-ac49-96a1a0dd8141,ac408dbe-4f4d-491b-8789-4080519ab7e2,2023-07-18 23:10:57,798,False,SAVE20,0.0,cod,097060,beauty,False,mobile
9024df4e-2d8e-47d0-a47e-4b3552f5a6fa,a474de3f-fd65-4c90-a78d-d4ed5d87b04d,bcceb653-44c1-41da-af89-88c58b359fd9,2023-07-18 10:01:23,1797,True,SAVE20,0.0,credit_card,777090,home_decor,False,desktop
4f8b06c5-f886-4fab-b911-c88aac531444,de85149c-582f-4272-9008-57ca6927ddce,e6e19e2c-9ba9-44d4-83f3-3dbec2dd1b2c,2023-07-18 16:35:51,2999,False,,0.0,credit_card,107047,electronics,False,mobile
e32965ad-1754-4ee4-8373-96f153c3ee36,c8c78266-8751-48f8-aeec-7ae90e44fa2c,9eed847b-b009-46ef-b4fe-acc1f09ff140,2023-07-18 17:36:12,2097,True,SAVE20,0.0,cod,280774,beauty,False,desktop
105447e1-c87b-4eaf-846a-41035b2ad047,3214fef6-43d0-4da1-998a-5aba993a4234,b77d9724-374d-4ccd-9ca1-36b35956bc4f,2023-07-19 20:45:25,3999,True,,399.90000000000003,credit_card,984565,sports,False,mobile
21ab509d-fb7d-40e7-a408-fec273712027,1e7d6ec0-0dae-492d-98c5-6e476bdd38d0,b5c7d825-1157-40dd-b338-7c907c49b60f,2023-07-19 18:57:30,5998,True,SAVE20,599.8000000000001,cod,686037,electronics,False,desktop
f889e438-6adc-428a-a7b5-3581fc20a24a,d85a466c-db8d-488e-97e4-f13adca3c51e,9906398a-dc23-405f-9739-c729e9afba5f,2023-07-19 23:08:39,1998,False,SAVE20,0.0,cod,474855,beauty,False,desktop
3ae7515e-31fb-4520-825c-c68559d001a3,88f2c948-08f5-42af-9d76-01d9c16bf832,ee67f04c-787d-4d4b-a590-5efa5a651436,2023-07-19 19:03:09,3198,False,SAVE20,319.8,netbanking,763916,home_decor,False,desktop
439aece0-13cf-4065-a60d-ce8ddba45ee3,2213afdd-5f07-4fce-bf5b-d6b8b83a6339,da86fbde-2fae-48ea-b684-05c85c2308dd,2023-07-19 22:59:36,19998,False,SAVE20,1999.8000000000002,cod,487936,electronics,False,desktop
aedf6683-125b-432b-8c00-5493c0e2d2c3,fc1c4ec8-2e81-430c-a369-3ec398f6a79f,eb7b7d1c-2dcb-42be-8d07-7e2cb32f4d5d,2023-07-19 22:55:49,35999,True,SAVE20,3599.9,upi,204327,electronics,False,mobile
c6e88b99-c1cd-4e6f-a20e-daf21065c527,16ec7e04-ad63-4830-9242-5613dded4d6a,91f01799-4a0d-47a0-acf8-2abe1b77d931,2023-07-20 13:18:46,2697,False,SAVE20,269.7,upi,484600,home_decor,False,desktop
98398a49-218c-4e6d-a438-848105fb71f2,e5bfaa81-5a2e-47cc-b1ed-e079d3fc01f6,35c79e2c-7198-417a-ad5a-2c132fa27b86,2023-07-20 14:55:21,597,False,SAVE20,0.0,credit_card,259902,beauty,False,desktop
ace72279-271d-4023-b7aa-353695e1d136,a2e0be3a-e9c6-4a3d-aa4a-ed5bcee94540,d2e54ff2-1173-4f33-b55b-0ed98658e716,2023-07-20 15:23:18,798,True,SAVE20,0.0,credit_card,333690,beauty,False,desktop
af17fd91-d0c2-4492-84e3-9680389e566f,4b6b11fc-de1e-417a-8fad-94ef88a8862e,8eb9e203-4582-4492-a4f6-effd89e50c9c,2023-07-20 11:00:55,999,False,SAVE20,0.0,upi,392334,beauty,False,desktop
9d8b1816-205a-428d-9eb2-1db13e1091ac,68544e98-33be-43be-8f4a-322ccc5f6687,056f5b4a-49da-4f07-ad60-06706bbb234f,2023-07-20 23:06:04,597,False,,59.7,cod,420896,beauty,False,mobile
3725928b-4157-4cbf-834a-d74424db843a,6b646a71-ef26-4877-bee9-fe0ba17d8338,42e15922-8341-447e-aa6e-ddb463dd0ba7,2023-07-20 20:26:15,1798,False,SAVE20,0.0,cod,332881,sports,False,desktop
649f2842-c235-4f57-adf5-29c1a6f41a17,bf4dba36-3ae6-45b2-b6af-0550038f88dc,606dd754-9d3f-46b9-8585-61220f2c37c8,2023-07-21 17:21:54,5998,True,SAVE20,0.0,upi,292023,fashion,False,desktop
65ae366f-6ffa-44b9-acee-efe65848acc1,154e6dc2-2f6a-4d0a-8625-a9fcfc9df5cd,8d6c4143-c942-415a-8abb-2221d9088007,2023-07-22 21:52:02,199,False,SAVE20,19.900000000000002,upi,173099,beauty,False,mobile
5e727c49-54b0-414a-98fc-dd3f133c4768,a4223d9e-73a0-4098-b40a-0f26f63a6dd2,326d807e-6562-453f-bffb-f56e7acd6677,2023-07-22 12:32:37,899,False,SAVE20,0.0,cod,500674,sports,False,desktop
c6fad121-de04-49cd-8cc2-319bd0526266,b1790f7b-f6f6-4144-a3c2-c26bea6c09ff,a332a58c-5248-4ebc-87de-402c72915b6d,2023-07-22 12:41:21,2999,True,,299.90000000000003,credit_card,389905,electronics,False,mobile
05de7186-18ff-4b2e-a0bd-4be9d816245d,af90e260-3a22-4c6a-b826-0bbe7df4967f,85dcd506-f7ff-4c6d-a1de-ac62fc923492,2023-07-22 00:32:53,999,True,SAVE20,99.9,upi,838278,beauty,False,desktop
04e89ad6-2aa0-47f8-bfa0-023b2a97759f,21c4b26d-cea4-4f83-bd89-b11991be1adb,adb2217f-a829-417b-a44f-988fd59a32aa,2023-07-23 20:18:58,1299,False,SAVE20,0.0,upi,399453,fashion,False,desktop
9b657f79-8a32-4f86-b58f-ce211881d44e,7af3956c-6c36-4bf8-951c-c364c24ad2f8,f3ba8d5a-a2db-46cb-be4a-4664507257c0,2023-07-23 13:18:28,897,False,,89.7,upi,967386,home_decor,False,mobile
5db27c22-3b8c-4da1-a7af-56ddff34b265,6a222524-2695-45a1-9da5-7aac8f4b2b1d,4939386d-6c79-4066-8356-6703a3382933,2023-07-23 09:15:28,4999,False,SAVE20,0.0,cod,936499,electronics,False,desktop
808286bf-4579-4778-bcb3-f85162ec26c5,16fc77a9-f3ec-49e4-9ddc-5f8a6538a2b3,0102e443-fd3a-476f-99ae-a8fc7344f6d8,2023-07-23 01:49:25,4497,False,,0.0,cod,011254,fashion,False,mobile
6222fdcc-7809-431c-8949-22ed679a61ec,97e86d71-d481-46e4-bf39-ea4bd85ef866,55e7fbd1-3aae-43f1-a1db-79214f2b2cfb,2023-07-23 16:42:07,1497,False,SAVE20,0.0,cod,072901,fashion,False,mobile
7866f379-d76d-4969-a3de-d204a52364b0,f611df0e-0bfc-4413-969c-6ec4135e9e72,1b151d77-e643-439a-a1db-d8db9c44483a,2023-07-23 19:13:43,1998,False,,199.8,cod,022579,fashion,False,desktop
6974253a-38fd-4dd3-a0a2-6dea4ae563e6,01fd3373-d843-4380-ad7a-1b99c1a577bd,2b25723c-1d61-4d0b-8796-2e1865ad7462,2023-07-23 20:29:04,999,True,SAVE20,99.9,upi,120448,fashion,False,mobile
c65d4ab1-54f2-4b72-8ff7-87b08e516047,72dab6b2-39fc-4a37-84da-8a33915aff13,debea6c5-92e9-4252-b780-63332ccea06b,2023-07-23 14:38:50,107997,False,,0.0,upi,505887,electronics,False,mobile
ee5e98fd-5e3f-4da3-8237-2cbad2e83fdf,e5bd4f95-6c3c-4459-9832-d4c0ae98f028,8cd437f6-6007-49ba-86ec-6a5e88cf6368,2023-07-24 05:34:32,897,False,,0.0,credit_card,073703,home_decor,False,desktop
1288886f-acd2-4e29-b29e-175bbc4628b2,c2ec1618-d5cf-436a-905a-a7fdbed79931,d68488de-db94-4979-8eee-1b2838533995,2023-07-24 20:12:20,299,False,SAVE20,29.900000000000002,cod,093514,home_decor,False,tablet
320ddcbd-6046-4400-b978-fab1209f5b49,75857fa9-6f8a-4cb9-9f56-1da80c9d64b2,8e933afe-483c-4f86-9624-9b76f4e29083,2023-07-24 21:52:13,15999,True,,0.0,credit_card,974311,electronics,False,mobile
c76e1fb0-83d6-4dc3-98e8-32743716c1af,63ad0b0e-666e-4c32-9b3a-ef62f57d12e0,23a48543-5e85-4281-8d34-27787396bb44,2023-07-24 08:09:48,14997,True,SAVE20,0.0,cod,770569,electronics,False,mobile
f15287b9-ffa2-46a2-9eba-238de6a125cc,0786294b-a7f3-4800-ad09-8567835c7e93,86171a9b-1147-41a1-b3ea-6fce83211197,2023-07-24 00:54:32,14997,False,,0.0,upi,824869,electronics,False,desktop
4cd54ddc-4b13-4956-9515-f1a358e36c85,e0f0aa65-79f9-4bca-aa78-9c057838274f,f02cd38e-ed29-4396-b0cf-bcd0e6b78d3f,2023-07-25 08:17:40,599,True,,0.0,cod,310665,home_decor,False,desktop
85766b4b-9589-4e64-a9f9-5e0232670170,215d208f-c1a0-485b-a715-aa0ad29b8dce,95fddace-c77b-47da-b27d-01af5ca0a7c4,2023-07-25 06:02:59,1797,True,,0.0,cod,763710,home_decor,False,desktop
3d9a59bc-e1fe-4903-8eeb-4699cc969ca4,73c583e8-c309-49aa-b30f-abff617cefda,50b3814d-6caa-4394-8c92-9f8747ee078d,2023-07-25 21:47:54,1197,False,SAVE20,119.7,upi,534424,beauty,False,desktop
c5cf34fc-fbd8-459e-9733-f1f949ba5ff4,2d0678e1-357d-4c41-a3a3-b4ad9a956aff,20e3e498-3fcc-4db7-a265-2d96c7ac24ce,2023-07-25 21:48:16,9998,True,,999.8000000000001,cod,656794,electronics,False,mobile
f9883279-8e99-40d6-bfc1-1e188a4c18a9,8f1b6cea-08a8-4258-82fc-93060346e9c1,eb579404-b043-45bf-9756-7e76c493b918,2023-07-25 12:24:38,1497,False,,149.70000000000002,upi,317213,fashion,False,desktop
b5023a2d-7c3e-46cd-ac29-8ff491248f84,24be0212-4002-4ff8-99c9-e9913d995a0a,bf29dd95-6bf1-40ca-b8de-6f5ce9bcbe8b,2023-07-25 05:29:23,1998,False,,199.8,cod,749541,fashion,False,desktop
0fb64580-b83e-455a-8dfb-1d9bfeeac4be,a9b364cc-2757-4147-b010-d2327496929c,45cc034e-3afb-479c-ae03-bc0e721b967c,2023-07-25 23:33:05,2999,True,,299.90000000000003,cod,799455,electronics,False,tablet
4bdc5f2d-f46f-4bab-b79d-bf87518ee319,0cecd7fd-a118-4a78-8a92-cfef44a457b7,ee1c7237-b0f7-4d83-a7b0-aa8901f9bd58,2023-07-25 14:44:58,199,False,,19.900000000000002,upi,925507,beauty,False,desktop
3cd98b19-554f-4c50-a7c5-6088779fd88c,0941c3bc-8206-4de5-872c-b59f380f7d19,6bea7d7b-c601-450b-8e6f-28c9182056c8,2023-07-26 16:01:10,897,True,SAVE20,0.0,cod,520252,home_decor,False,mobile
b445f407-524b-4045-866f-a89de055edc5,0713d946-e672-4ed6-a83e-7ff204dc11fa,7ce1f64d-1939-4713-9dee-a06072808790,2023-07-26 11:13:36,897,False,,0.0,upi,088895,home_decor,False,desktop
f460733e-68c4-48e0-807e-a1e468315808,68299b39-d450-4832-a9a7-55c7cf15055a,74964286-4eb5-459e-9c8a-c743b84f445c,2023-07-26 20:09:42,29997,True,,0.0,upi,765127,electronics,False,desktop
d6edf785-d4ca-4c3e-a075-d965b7c4f96e,9f54c87d-bccd-42c3-bb8d-d3af8c02a45a,326d807e-6562-453f-bffb-f56e7acd6677,2023-07-26 14:19:25,2999,False,,0.0,cod,652395,fashion,False,desktop
b102a95e-6bdf-4b4c-9f83-1151af3e3f29,9b0035ae-6776-431f-a9fe-47a07989ba84,0880f8b1-a8c4-420b-9422-03d79e74eebc,2023-07-26 22:35:53,4999,True,,0.0,credit_card,827748,electronics,False,tablet
566f2935-5819-4b53-ab1c-87a5ae04635d,06196138-f671-406e-9bb8-90766b124714,51c9084d-e11b-4b5f-a97e-759cbac6c6e9,2023-07-27 21:50:30,7998,False,SAVE20,0.0,upi,257766,sports,False,desktop
266e0bb5-9bc4-4063-96d9-60cde9012e4b,e53532ad-518c-4d62-a3f5-fdd82cc27cf9,323d96d9-5698-4582-8ff6-aad1339304e5,2023-07-27 17:40:51,1499,True,SAVE20,149.9,cod,530909,fashion,False,mobile
98a08f13-30d9-45aa-ba37-63bb320e739e,bb75cab5-1057-46c8-8307-f47215bf3442,a52287fe-c36f-4a19-b884-e079fdc31906,2023-07-27 23:22:47,597,True,,59.7,cod,082588,beauty,False,desktop
376d0486-3d41-4e19-9aec-59bf5d07eb39,c06d076a-140c-466e-be60-35367a400116,2819ecba-7300-4881-b45e-d22a31b733fc,2023-07-27 18:19:55,599,False,SAVE20,59.900000000000006,credit_card,727854,home_decor,False,desktop
b56efabb-ac42-4172-a746-369adf7b3fa1,644116d7-5f14-44ee-a6ff-cccd610c5b30,29a75d6e-eed5-490d-8795-01b8e0332e51,2023-07-27 18:01:51,2998,True,,299.8,upi,905207,fashion,False,desktop
cc5eecb1-393d-47f9-bd28-85828aab20be,9ea4e888-337c-474a-8b82-4bc7591cc642,5e6f7f0e-1168-41ce-ad76-c1af58330a12,2023-07-28 22:18:14,8997,True,SAVE20,0.0,cod,438878,electronics,False,mobile
b6bf3d42-51f6-4bd9-a2db-7239439415ed,14a9b589-31af-41e4-b5ff-a03cafef6745,409980db-7ced-4da3-9f90-119771178f9f,2023-07-28 20:43:34,2997,False,SAVE20,299.7,cod,023508,beauty,False,desktop
6e8dadf8-6b62-4037-83f3-1f9bb3f1f2ea,39fa5d20-64a8-4c6a-9ad6-ee413d8daf2e,9c2675e9-8c3a-47c8-9f39-28873777d027,2023-07-28 14:01:13,31998,False,,0.0,upi,140327,electronics,False,desktop
cf107fe0-d2ed-4627-a302-0566b72e7adf,d764637d-5f47-47f1-b2b2-0a9f37686234,b0a7cf2c-e9bb-4eb9-ae29-428023d115bd,2023-07-28 12:17:04,2997,False,SAVE20,0.0,cod,572860,beauty,False,mobile
